🕘️更新时间,#genre#
咪咕视频-3,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225777/index.m3u8
咪咕视频-3,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226398
咪咕视频-4,http://gslbserv.itv.cmvideo.cn:80/3000000010000002019/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=3%24
咪咕视频-4,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225780/index.m3u8
咪咕视频-4,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226469
咪咕视频-5,http://gslbserv.itv.cmvideo.cn:80/3000000010000002809/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=3%24
咪咕视频-5,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225783/index.m3u8
咪咕视频-5,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226472
咪咕视频-6,http://gslbserv.itv.cmvideo.cn:80/3000000010000003915/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=3%24
咪咕视频-6,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225786/index.m3u8
咪咕视频-7,http://gslbserv.itv.cmvideo.cn:80/3000000010000004193/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=3%24
咪咕视频-7,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225792/index.m3u8
咪咕视频-8,http://gslbserv.itv.cmvideo.cn:80/3000000010000005837/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=3%24
咪咕视频-8,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225793/index.m3u8
咪咕视频-9,http://gslbserv.itv.cmvideo.cn:80/3000000010000006077/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=3%24
咪咕视频-9,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225808/index.m3u8
咪咕视频-10,http://gslbserv.itv.cmvideo.cn:80/3000000010000006658/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=3%24
咪咕视频-10,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225811/index.m3u8
咪咕视频-11,http://gslbserv.itv.cmvideo.cn:80/3000000010000009788/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=3%24
咪咕视频-11,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225814/index.m3u8
咪咕视频-12,http://gslbserv.itv.cmvideo.cn:80/3000000001000005969/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=3%24
咪咕视频-12,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225817/index.m3u8
咪咕视频-13,http://gslbserv.itv.cmvideo.cn:80/3000000010000010833/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=3%24
咪咕视频-13,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225820/index.m3u8
咪咕视频-14,http://gslbserv.itv.cmvideo.cn:80/3000000010000011297/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=3%24
咪咕视频-14,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225834/index.m3u8
咪咕视频-15,http://gslbserv.itv.cmvideo.cn:80/3000000010000012558/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=3%24
咪咕视频-15,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225837/index.m3u8
咪咕视频-16,http://gslbserv.itv.cmvideo.cn:80/3000000010000012616/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=3%24
咪咕视频-16,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225839/index.m3u8
咪咕视频-17,http://gslbserv.itv.cmvideo.cn:80/3000000010000015560/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=3%24
咪咕视频-17,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225842/index.m3u8
咪咕视频-18,http://gslbserv.itv.cmvideo.cn:80/3000000010000019839/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=3%24
咪咕视频-18,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225848/index.m3u8
咪咕视频-19,http://gslbserv.itv.cmvideo.cn:80/3000000010000021904/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=3%24
咪咕视频-19,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225850/index.m3u8
咪咕视频-20,http://gslbserv.itv.cmvideo.cn:80/3000000001000007218/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=3%24
咪咕视频-20,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225851/index.m3u8
咪咕视频-21,http://gslbserv.itv.cmvideo.cn:80/3000000010000023434/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=3%24
咪咕视频-21,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225853/index.m3u8
咪咕视频-22,http://gslbserv.itv.cmvideo.cn:80/3000000010000025380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=3%24
咪咕视频-22,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225854/index.m3u8
咪咕视频-23,http://gslbserv.itv.cmvideo.cn:80/3000000010000027691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=3%24
咪咕视频-23,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225857/index.m3u8
咪咕视频-24,http://gslbserv.itv.cmvideo.cn:80/3000000010000031669/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=3%24
咪咕视频-24,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225860/index.m3u8
咪咕视频-25,http://gslbserv.itv.cmvideo.cn:80/3000000010000005180/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=3%24
咪咕视频-25,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225863/index.m3u8
咪咕视频-26,http://gslbserv.itv.cmvideo.cn:80/3000000001000008001/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=3%24
咪咕视频-26,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225893/index.m3u8
咪咕视频-27,http://gslbserv.itv.cmvideo.cn:80/3000000001000008176/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=3%24
咪咕视频-27,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225896/index.m3u8
咪咕视频-28,http://gslbserv.itv.cmvideo.cn:80/3000000001000008379/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=3%24
咪咕视频-29,http://gslbserv.itv.cmvideo.cn:80/3000000001000010129/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=3%24
咪咕视频-30,http://gslbserv.itv.cmvideo.cn:80/3000000001000010948/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=3%24
咪咕视频-31,http://gslbserv.itv.cmvideo.cn:80/3000000001000028638/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=3%24

🔆国际体育🔆,#genre#
👉看哪个地区的台就用哪个地区的节点👈,https://cccimg.com/down.php/f1ce75f4dcb3d1bf4d24eb3be8801da2.mp4
👉看哪个地区的台就用哪个地区的节点👈,https://cccimg.com/down.php/f1ce75f4dcb3d1bf4d24eb3be8801da2.mp4
TENNIS CHANNEL,http://exm3u.extraott.com:80//ZUL96376/UG4VTW4E/181415
TENNIS CHANNEL,https://tennischannel-int-samsunguk.amagi.tv/playlist.m3u8
TENNIS CHANNEL,https://hls-gateway.vpstv.net/streams/709442.m3u8
TENNIS CHANNEL 2,http://exm3u.extraott.com:80//ZUL96376/UG4VTW4E/181415
Sky Sports Main Event UHD,https://7pal.short.gy/SSMEuhd
Sky Sports Main Event UHD,https://a1xs.vip/2000015
Astro Sports UHD,https://7pal.short.gy/astrouhd
beIN 4K,https://7pal.short.gy/bein-uhd
Now Sports 1 4k,https://7pal.short.gy/nowsport4k
Hub Premier 2 UHD,https://7pal.short.gy/HubP2uhd
V Sport UltraHD,https://7pal.short.gy/VSportUHD
V Sport UltraHD,https://a1xs.vip/9000013
TNT Sport Ultimate,https://7pal.short.gy/TNTUltimate
ElevenSport1 4K,https://7pal.short.gy/11sports1
Prima4K,https://7pal.short.gy/prima4k
Sky Sports F1 UHD,https://7pal.short.gy/SSF1uhd
Ziggo Sport UHD,https://7pal.short.gy/ZiggoSport
Sport5_4k,https://7pal.short.gy/5sport
EuroSport 4K,https://7pal.short.gy/eusport4k
M+LaLiga UHD,https://7pal.short.gy/mplusuhd
NESN UHD,https://7pal.short.gy/nesnuhd
Hub Premier1 FHD,https://7pal.short.gy/HPremier1
Hub Premier2 FHD,https://7pal.short.gy/HPremier2
Hub Premier3 FHD,https://7pal.short.gy/HPremier3
Now Sports Premier League1 FHD,https://7pal.short.gy/nowhkp1
Now Sports PremierLeague 2 FHD,https://7pal.short.gy/nowhkp2
Now Sports Premier eague 3-FHD,https://7pal.short.gy/nowhkp3
Astro Premier League FHD,https://7pal.short.gy/astross1
Astro Premier League 2 FHD,https://7pal.short.gy/astross2
Astro Grandstand FHD,https://7pal.short.gy/astross3
Astro Football FHD,https://7pal.short.gy/astross4
USA NetWork FHD,https://7pal.short.gy/usanetwork
TNT Sports 1 FHD,https://7pal.short.gy/tntspts1
TNT Sports 2 FHD,https://7pal.short.gy/tntspts2
TNT Sports 3 FHD,https://7pal.short.gy/tntspts3
TNT Sports 4 FHD,https://7pal.short.gy/tntspts4
Sky Sports Main Event FHD,https://7pal.short.gy/SkSpMainE
Sky Sports PremierLeague FHD,https://7pal.short.gy/ssportspl
Sky Sports Football FHD,https://7pal.short.gy/ssportsfb
Sky Sports F1 FHD,https://7pal.short.gy/ssportsf1
Sky Sports Tennis FHD,https://7pal.short.gy/ssportstn
Sky Sports+ FHD,https://7pal.short.gy/ssportplus
Sky Sports Criket FHD,https://7pal.short.gy/ssportscrk
Sky Sports Golf- FHD,https://7pal.short.gy/ssportsgf
Sky Sports News-FHD,https://7pal.short.gy/ssportsnw
Sky Sports Action-FHD,https://7pal.short.gy/ssportsat
Sky Sports Box Office,https://7pal.short.gy/ssportsbo
Sky Sport1 NZ FHD,https://7pal.short.gy/skyspt1nz
Sky Sport2 NZ FHD,https://7pal.short.gy/skyspt2nz
Sky Sport3 NZ FHD,https://7pal.short.gy/skyspt3nz
Sky Sport4 NZ FHD,https://7pal.short.gy/skyspt4nz
Sky Sport5 NZ FHD,https://7pal.short.gy/skyspt5nz
Sky Sport6 NZ FHD,https://7pal.short.gy/skyspt6nz
Sky Sport7 NZ FHD,https://7pal.short.gy/skyspt7nz
Sky Sport Premier League FHD,https://7pal.short.gy/skyspt8nz
Fox Sports 501,https://7pal.short.gy/fox501au
Fox Sports 501,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/857464
Fox Sports 502,https://7pal.short.gy/fox502au
Fox Sports 503,https://7pal.short.gy/fox503au
Fox Sports 503,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/857466
Fox Sports 504,https://7pal.short.gy/fox504au
Fox Sports 505,https://7pal.short.gy/fox505au
Fox Sports 505,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/857468
Fox Sports 506,https://7pal.short.gy/fox506au
Fox Sports 506,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/857469
Fox Sports 507,https://7pal.short.gy/fox507au
Fox Sports 507,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/857470
Sportsnet ONE,https://7pal.short.gy/sptsnet1
Sportsnet ONE,https://tvpass.org/live/sportsnet-one/hd
Sportsnet ONE,https://hls-gateway.vpstv.net/streams/709611.m3u8
Sportsnet 360,https://7pal.short.gy/sptsnet360
Sportsnet 360,https://tvpass.org/live/sportsnet-360/hd
Sportsnet 360,https://hls-gateway.vpstv.net/streams/709609.m3u8
Sportsnet Ontario,https://7pal.short.gy/sptsneton
Sportsnet Ontario,https://tvpass.org/live/sportsnet-ontario/hd
Sportsnet Ontario,https://hls-gateway.vpstv.net/streams/709610.m3u8
TSN1,https://7pal.short.gy/tsn1ca
TSN1,https://tvpass.org/live/tsn1/hd
TSN1,https://hls-gateway.vpstv.net/streams/709602.m3u8
TSN2,https://7pal.short.gy/tsn2ca
TSN2,https://tvpass.org/live/tsn2/hd
TSN2,https://hls-gateway.vpstv.net/streams/709603.m3u8
TSN3,https://7pal.short.gy/tsn3ca
TSN3,https://tvpass.org/live/tsn3/hd
TSN3,https://hls-gateway.vpstv.net/streams/709604.m3u8
TSN4,https://7pal.short.gy/tsn4ca
TSN4,https://tvpass.org/live/tsn4/hd
TSN4,https://hls-gateway.vpstv.net/streams/709605.m3u8
TSN5,https://7pal.short.gy/tsn5ca
TSN5,https://tvpass.org/live/tsn5/hd
TSN5,https://hls-gateway.vpstv.net/streams/709606.m3u8
CBS Sport Network,https://7pal.short.gy/cbssptnw
MSG,https://7pal.short.gy/msgusa
MSG+,https://7pal.short.gy/msgsn
NFL Network,https://7pal.short.gy/nflnw
NFL Network,https://tvpass.org/live/NFLNetwork/hd
USA: NFL Redzone,https://7pal.short.gy/nflredz
ESPN,https://7pal.short.gy/espnus
ESPN,http://41.205.93.154/ESPN/index.m3u8
ESPN,https://tvpass.org/live/ESPN/hd
ESPN,https://hls-gateway.vpstv.net/streams/709282.m3u8
WWE Network,https://7pal.short.gy/wwenw
NBA TV,https://7pal.short.gy/nbatvus
NBA TV,http://1tv41.icu:8080/30065823/63154294/20073
NBA TV,https://7pal.short.gy/nbatvus
NBA TV,http://1tv41.icu:8080/30065823/63154294/20073
NBA TV,https://iptv.catvod.com/catvod_com.php?id=Nba&token=bd00d9c7ca7b733dae8c29278598b2dca02dd6a16c1fb15653382be62952b6f3%3A1757928799
NBA TV,http://smart.pendy.dpdns.org/Smart.php?id=Nba
NBA TV,https://smart.pendy.dpdns.org/Smart.php?id=Nba
NBA TV,https://hls-gateway.vpstv.net/streams/476673.m3u8
NBA TV,http://free.cnlive.club/channel/751e5af8.m3u8
NBA TV,http://s1.an94tv.cfd/astro/nbatv/AKTV.m3u8
MLB Network,https://7pal.short.gy/mlbnw
MLB Network,https://tvpass.org/live/MLBNetwork/hd
MLB Network,https://hls-gateway.vpstv.net/streams/499553.m3u8
NHL Network,https://7pal.short.gy/nhlnw
NHL Network,http://1tv41.icu:8080/30065823/63154294/20179
NHL Network,https://7pal.short.gy/nhlnw
NHL Network,http://1tv41.icu:8080/30065823/63154294/20179
NHL Network,https://hls-gateway.vpstv.net/streams/476651.m3u8
UFC 24/7,https://7pal.short.gy/ufc247
Tennis Channel,https://7pal.short.gy/tennisc
Tennis Channel,https://tennischannel-int-samsunguk.amagi.tv/playlist.m3u8
Tennis Channel,https://hls-gateway.vpstv.net/streams/709442.m3u8
SEC Network,https://7pal.short.gy/secnw
SEC Network,https://tvpass.org/live/SECN/hd
SEC Network,https://hls-gateway.vpstv.net/streams/709470.m3u8
YES Network,https://7pal.short.gy/yesnw
YES Network,https://tvpass.org/live/yes-network/hd
FS 1,https://7pal.short.gy/fs1us
FS 2,https://7pal.short.gy/fs2us
PremierSports1-FHD,https://7pal.short.gy/prsport1
PremierSports2-FHD,https://7pal.short.gy/prsport2
Supersport_Premier_League-FHD,https://7pal.short.gy/spersppl
Supersport_Football-FHD,https://7pal.short.gy/sperspfb
Supersport_Laliga-FHD,https://7pal.short.gy/sperspllg
Supersport_PSL-FHD,https://7pal.short.gy/spersppsl
Supersport_Motosport-FHD,https://7pal.short.gy/sperspmts
Supersport_Action-FHD,https://7pal.short.gy/sperspat
Supersport_Rugby-FHD,https://7pal.short.gy/spersprb
Supersport_Golf-FHD,https://7pal.short.gy/sperspgf
Supersport_Tennis-FHD,https://7pal.short.gy/spersptns
Ziggo Sport FHD,https://7pal.short.gy/zigosfhd
Event 1,https://7pal.short.gy/event1
Event 2,https://7pal.short.gy/event2
Event 3,https://7pal.short.gy/event3
Event 4,https://7pal.short.gy/event4
UK EuroSport 1 UK,http://1tv41.icu:8080/30065823/63154294/53713
UK-MUTV,http://1tv41.icu:8080/30065823/63154294/53717
UK: SKY NEWS,http://1tv41.icu:8080/30065823/63154294/77166
UK: BBC Two,http://doubleclicktv.live//70376812/52663544/276752
UK-Sky Sports News,http://1tv41.icu:8080/30065823/63154294/35241
UK-Sky Sports News,https://cc03.tv12.xyz/36.m3u8
UK-Sky Sports News,http://cc03.tv12.xyz/36.m3u8
UK-Sky Sports News,https://sports-公众号潇雨萌萌.tv12.xyz/UK%20Sky%20Sports%20News
UK-Sky Sports Main Event,http://1tv41.icu:8080/30065823/63154294/35243
UK-Sky Sports Main Event,https://cc03.tv12.xyz/34.m3u8
UK-Sky Sports Main Event,http://cc03.tv12.xyz/34.m3u8
UK-Sky Sports Main Event,https://sports-公众号潇雨萌萌.tv12.xyz/UK%20SKY%20SPORTS%20MAIN%20EVENT%20HD
UK Sky Sports F1,http://1tv41.icu:8080/30065823/63154294/53704
UK Sky Sports F1,http://1tv41.icu:8080/30065823/63154294/35244
UK Sky Sports F1,http://1tv41.icu:8080/30065823/63154294/53704
UK Sky Sports F1,http://1tv41.icu:8080/30065823/63154294/35244
UK Sky Sports F1,https://cc03.tv12.xyz/38.m3u8
UK Sky Sports F1,http://cc03.tv12.xyz/38.m3u8
UK Sky Sports F1,https://sports-公众号潇雨萌萌.tv12.xyz/UK%20Sky%20Sports%20F1
UK Sky Sports Golf,http://1tv41.icu:8080/30065823/63154294/35240
UK-Sky Cinema Animation,http://1tv41.icu:8080/30065823/63154294/53698
UK-Sky Cinema Family,http://1tv41.icu:8080/30065823/63154294/53699
UK-Sky Cinema Premier,http://1tv41.icu:8080/30065823/63154294/35256
UK Sky Cinema Comedy,http://1tv41.icu:8080/30065823/63154294/53661
UK-Sky Sports Action,http://1tv41.icu:8080/30065823/63154294/53705
UK-Sky Sports Action,https://cc03.tv12.xyz/30.m3u8
UK-Sky Sports Action,http://cc03.tv12.xyz/30.m3u8
UK-Sky Sports Arena,http://1tv41.icu:8080/30065823/63154294/35238
UK-Sky Sports Arena,https://cc03.tv12.xyz/31.m3u8
UK-Sky Sports Arena,http://cc03.tv12.xyz/31.m3u8
UK Sky Sports Mix,http://1tv41.icu:8080/30065823/63154294/53706
UK SKY SciFI,http://1tv41.icu:8080/30065823/63154294/53663
ESPN 2,http://1tv41.icu:8080/30065823/63154294/2210
ESPN 2,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/857463
ESPN 2,https://tvpass.org/live/ESPN2/hd
ESPN 2,https://hls-gateway.vpstv.net/streams/709291.m3u8
ESPN 1 (HD),http://1tv41.icu:8080/30065823/63154294/14197
ESPN 1 (HD),http://1tv41.icu:8080/30065823/63154294/9802
ESPN 1 (HD),http://1tv41.icu:8080/30065823/63154294/14197
ESPN 1 (HD),http://1tv41.icu:8080/30065823/63154294/9802
ESPNU College Sports,http://1tv41.icu:8080/30065823/63154294/10255
FOX Sports 1,http://1tv41.icu:8080/30065823/63154294/46792
FOX Sports 1,https://tvpass.org/live/FoxSports1/hd
FOX Sports 1,https://hls-gateway.vpstv.net/streams/477698.m3u8
Golf Channel,http://1tv41.icu:8080/30065823/63154294/9806
Golf Channel,http://1tv41.icu:8080/30065823/63154294/46728
Golf Channel,http://ua-iptv.com:8080//zerubassman@yahoo.com/2MR879Z9PL/856879
Golf Channel,https://hls-gateway.vpstv.net/streams/487046.m3u8
NESN,http://1tv41.icu:8080/30065823/63154294/46726
NFL,http://1tv41.icu:8080/30065823/63154294/208896
WWE NETWORK,http://1tv41.icu:8080/30065823/63154294/11645

🔆HK香港-①🔆,#genre#
👉以下频道需要魔法👈,https://wp.23zo.cn/f/YP9fx/6h.mp4
👉以下频道需要魔法👈,https://cloud.wujiyan.cc/f/8Dmfb/3.MOV
翡翠台,http://118.89.87.74:88/live.php?id=翡翠台
翡翠台,https://s1.tvm4a1.cfd/aktv/CH-0/AKTV.m3u8
翡翠台,http://118.89.87.74:88/live.php?id=翡翠台
翡翠台,https://my5353.com/vWtcf
翡翠台,http://118.89.87.74:88/live.php?id=翡翠台
翡翠台,https://my5353.com/hXJUM
翡翠台,http://118.89.87.74:88/live.php?id=翡翠台
翡翠台,http://zb.xmzb.xyz/8888.php?id=be一翡翠台
翡翠台,http://118.89.87.74:88/live.php?id=翡翠台
翡翠台,https://cdn3.163189.xyz/live/fct/stream.m3u8
翡翠台,http://118.89.87.74:88/live.php?id=翡翠台
翡翠台,http://118.89.87.74:88/live.php?id=翡翠台
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠台,http://118.89.87.74:88/live.php?id=翡翠台
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://118.89.87.74:88/live.php?id=翡翠台
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台,http://118.89.87.74:88/live.php?id=翡翠台
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_xue
翡翠台,http://j.s.bkpcp.top/jj/fct
翡翠综合台,https://s1.tvm4a1.cfd/aktv/CH-17/AKTV.m3u8
翡翠综合台,http://s1.tvm4a1.cfd/aktv/CH-17/AKTV.m3u8
翡翠综合台,http://s1.an94tv.cfd/aktv/CH-17/AKTV.m3u8
翡翠剧集台,https://s1.tvm4a1.cfd/aktv/CH-18/AKTV.m3u8
翡翠剧集台,http://s1.tvm4a1.cfd/aktv/CH-18/AKTV.m3u8
翡翠剧集台,http://s1.an94tv.cfd/aktv/CH-18/AKTV.m3u8
鳳凰衛視中文台,https://s1.tvm4a1.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視中文台,http://macyx.top:35455/rptv/HD-10000k-1080P-fhchinese5s.m3u8?license=cntv
鳳凰衛視中文台,http://s1.an94tv.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視中文台,http://ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
鳳凰衛視中文台,http://bxtv.3a.ink/api.php?id=fhzw
鳳凰衛視資訊台,https://s1.tvm4a1.cfd/aktv/CH-4/AKTV.m3u8
鳳凰衛視資訊台,http://macyx.top:35455/rptv/HD-10000k-1080P-fhzixun5s.m3u8?license=cntv
鳳凰衛視資訊台,http://s1.an94tv.cfd/aktv/CH-4/AKTV.m3u8
鳳凰衛視資訊台,http://ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
鳳凰衛視資訊台,http://bxtv.3a.ink/api.php?id=fhzx
鳳凰衛視香港台,https://s1.tvm4a1.cfd/aktv/CH-5/AKTV.m3u8
鳳凰衛視香港台,http://macyx.top:35455/rptv/HD-10000k-1080P-fhhongkong5s.m3u8?license=cntv
鳳凰衛視香港台,http://s1.an94tv.cfd/aktv/CH-5/AKTV.m3u8
鳳凰衛視香港台,http://ott.mobaibox.com/PLTV/3/224/3221228530/index.m3u8
鳳凰衛視香港台,http://bxtv.3a.ink/api.php?id=fhhk
TVB Plus,https://s1.tvm4a1.cfd/aktv/tvbplus/AKTV.m3u8
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
TVB Plus,https://cc04.tv12.xyz/4.m3u8
TVB Plus,http://cdn5.1678520.xyz/live/?id=tvbp
TVB Plus,https://video.mytvsuper.xyz/live/1517e06b57598d4bb26eb0f6ad682d9fe2aabf3ca5e4cd85b5e81c6b9c3ae96a.m3u8?token=825716213175186
TVB Plus,https://345iptv.com/?act=play&token=e3bdcc55bbc8bbcfb6e04b9f98407c95&tid=gt&id=8&p=0###WEB\\n
TVB Plus,https://cdn.163189.xyz/live/tvbp/stream.m3u8
TVB Plus,https://live.tvfix.org/live/tvbplus/2/v4000000/index.m3u8
TVB Plus,http://jxiptv.dpdns.org/stream/4gtv/tvbplus/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
TVB Plus,http://cdn.132.us.kg/live/tvbp/stream.m3u8
TVB Plus,https://hls-gateway.vpstv.net/streams/476932.m3u8
TVB Plus,http://s1.tvm4a1.cfd/aktv/tvbplus/AKTV.m3u8
TVB Plus,http://live.catvod.com/smart.php?id=j2_twn
TVB Plus,http://cdn.163189.xyz/live/tvbp/stream.m3u8
TVB Plus,http://s1.an94tv.cfd/aktv/tvbplus/AKTV.m3u8
TVB Plus,http://bxtv.3a.ink/api.php?id=tvbp
TVB Plus,http://tl.061833.xyz/tl/pluse
天映經典(1080),https://s1.tvm4a1.cfd/aktv/1080/AKTV.m3u8
天映經典(1080),https://live.tvfix.org/live/tyjd/1/v1000000/index.m3u8
天映經典(1080),https://cdn.iptv8k.top/dl/jrys.php?id=71&time=20240926215313&ip=111.229.253.40
天映經典(1080),http://108.181.20.197/livehttpplay?channel_id=20063
天映經典(1080),http://php.jdshipin.com/smt.php?id=Celestial2,http://iptv.4666888.xyz/iptv.php?id=20114
天映經典(1080),http://tl.061833.xyz/tl/null-1
天映經典(1080),http://s1.tvm4a1.cfd/aktv/1080/AKTV.m3u8
天映經典(1080),http://s1.an94tv.cfd/aktv/1080/AKTV.m3u8
天映經典(1080),http://free.cnlive.club/channel/n7e49c99a.m3u8
天映經典(1080),http://bxtv.757888.xyz/stream/bxtv/null-4/master.m3u8?u=bxtv&p=1416a274c445ae05b330fab65ee77ab0d02d18fb4c64dce55ec95cc245034ea7
天映經典(1080),https://migu.188766.xyz/?migutoken=3637f4ae3861b554c9b368728cc8b391&id=Celestial2&type=dy
天映經典(1080),https://classicarts.akamaized.net/hls/live/1024257/CAS/master.m3u8
天映經典(1080),http://fr-us7.jdiptv.cc/live/xgtyjdgy.m3u8
明珠剧集台(北美),https://s1.tvm4a1.cfd/aktv/CH-19/AKTV.m3u8
明珠剧集台(北美),http://s1.tvm4a1.cfd/aktv/CH-19/AKTV.m3u8
明珠剧集台(北美),http://s1.an94tv.cfd/aktv/CH-19/AKTV.m3u8
明珠台,https://s1.tvm4a1.cfd/aktv/CH-2/AKTV.m3u8
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
明珠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
明珠台,http://120.198.101.106:9901/tsfile/live/1008_1.m3u8?key=txiptv
明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
明珠台,https://cc04.tv12.xyz/15.m3u8
明珠台,http://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
明珠台,https://bxtv.587788.xyz/stream/bxtv/null-2/master.m3u8?u=xiaojia&p=edae81555a120d107ce989b744c762c7031a03490a7cb78b3613ab6d7b947ceb
明珠台,https://video.mytvsuper.xyz/live/61ea51c90fc0c71dab94749f05bb3c9209114e3aad97f551100bd3a133dc5608.m3u8?token=825716213175186
明珠台,https://live.tvfix.org/live/pearl/1/v4000000/index.m3u8
明珠台,http://o12.1678520.xyz/hls/mzt/playlist.m3u8
明珠台,https://ling.uus10000.top/10.m3u8
